Zipcode,Total_POP,TMale,TMale21 ,TMale35,TMale65,TFemale21,TFemale35,TFemale65,TFemal
29014,1763,872,0,28,37,63,38,15,891
50028,1552,805,2,68,23,0,44,17,747
8051,10409,4523,61,275,152,92,424,198,5886
74145,18580,8994,112,595,105,104,535,282,9586
47882,7786,3831,48,174,42,33,285,74,3955
39366,1188,437,0,30,0,43,90,0,751
49267,3866,2071,0,105,52,0,70,96,1795
11783,21265,10367,231,602,217,127,602,310,10898
12861,612,313,4,13,17,0,19,18,299
69135,94,38,0,0,0,0,0,0,56
6513,39781,18815,297,1016,351,316,1435,493,20966
7030,53211,26453,391,3182,215,190,2893,454,26758
62083,237,134,0,0,0,0,9,10,103
62421,660,325,0,6,1,0,24,7,335
64441,136,76,0,0,12,0,0,13,60
78237,39349,19504,208,1234,262,277,1031,429,19845
58705,525,372,98,0,0,41,0,0,153
60069,8186,3900,23,88,47,43,168,124,4286
65446,277,125,0,0,0,0,0,0,152
92320,8597,4245,36,161,89,37,186,97,4352
92410,45641,21683,336,1374,187,349,1309,371,23958
98326,657,428,20,22,0,0,19,31,229
3443,552,242,0,49,14,0,0,37,310
5753,10444,4933,242,230,102,279,246,119,5511
6382,11971,6685,71,465,145,48,330,198,5286
1752,39776,18793,137,1269,418,224,1523,559,20983
30552,1805,904,23,44,44,21,81,66,901
32831,3280,3280,7,373,19,0,0,0,0
33009,41276,19607,157,1180,562,190,1645,928,21669
13860,26,19,0,0,0,0,0,0,7
14612,34259,16814,148,922,392,159,796,563,17445
17861,161,92,0,5,0,0,0,5,69
18630,3114,1572,10,149,42,17,84,52,1542
18653,233,101,0,0,5,0,3,3,132
718,25715,12122,224,760,314,221,1005,390,13593
98387,49910,25018,404,1608,450,354,1750,527,24892
93207,239,124,0,7,10,0,7,1,115
96094,6556,3257,11,114,63,27,152,122,3299
73141,2600,1333,0,99,90,23,108,37,1267
74438,134,58,0,2,4,0,13,1,76
67481,539,305,0,8,5,0,15,6,234
67575,458,244,0,10,7,0,7,6,214
64076,8765,4143,18,245,54,0,347,78,4622
64483,799,420,0,39,17,4,40,2,379
64498,270,130,0,7,6,1,13,0,140
85543,3705,1725,4,155,111,1,124,42,1980
60935,1210,648,16,57,26,2,41,22,562
78146,525,311,0,34,21,0,17,0,214
70001,38876,19236,164,1374,488,235,1238,563,19640
50116,296,155,8,1,4,4,15,0,141
50522,986,522,15,33,14,0,31,10,464
49248,783,408,2,36,18,8,19,9,375
26369,672,322,23,15,0,0,15,14,350
26810,650,303,0,27,0,0,0,26,347
28112,26999,13406,134,736,265,237,807,345,13593
43116,1563,742,0,54,3,0,73,2,821
21250,2415,1191,166,0,0,173,0,0,1224
4681,1074,490,0,16,0,0,13,40,584
5401,28913,14758,1478,861,242,989,840,233,14155
14754,594,243,8,13,6,8,31,11,351
77481,14,6,0,0,0,0,0,0,8
77976,99,65,0,0,0,0,0,0,34
78545,572,306,21,0,0,0,6,0,266
79915,35445,16312,86,610,345,249,842,523,19133
79935,17434,8282,158,574,200,111,493,222,9152
58741,580,335,12,28,8,21,11,3,245
85258,25152,11879,109,618,423,119,762,374,13273
74331,7218,3589,12,139,139,8,199,116,3629
75929,1682,847,0,45,12,0,27,14,835
73170,37699,18523,185,1442,406,323,1337,559,19176
80640,12864,6624,97,695,51,115,433,127,6240
82636,4485,2403,0,174,19,52,202,32,2082
14901,15965,8397,188,666,231,197,301,121,7568
16503,16785,8611,180,514,67,111,473,120,8174
17080,256,137,0,7,1,0,6,0,119
32626,8784,4162,20,174,66,27,205,168,4622
23398,26,6,0,0,0,0,6,0,20
21669,231,143,0,0,10,0,0,19,88
17951,258,144,0,0,10,0,0,0,114
19401,42116,20518,288,1283,387,181,1549,607,21598
12305,5059,2782,99,226,72,46,99,84,2277
26444,3601,1774,0,77,48,52,183,30,1827
28018,4699,2279,76,59,94,17,45,83,2420
28109,340,171,11,0,7,0,2,3,169
52235,827,382,4,16,10,5,23,6,445
52732,26943,12788,124,807,330,273,819,424,14155
13843,2099,1077,0,28,33,0,39,36,1022
24504,9935,4823,173,406,101,18,253,191,5112
25148,555,295,0,39,0,0,0,31,260
19367,0,0,0,0,0,0,0,0,0
75939,4912,2561,44,153,42,83,126,43,2351
84657,665,343,0,72,7,3,14,8,322
65660,158,66,0,0,2,0,0,3,92
67140,916,430,3,36,0,14,27,11,486
68824,1494,767,12,62,14,12,49,8,727
87037,680,330,7,9,4,2,13,0,350
87581,32,17,0,0,0,0,0,0,15
89043,1317,888,41,105,0,0,0,33,429
78211,32568,16530,289,1014,233,211,1203,525,16038
79535,157,73,0,0,8,0,0,0,84
79852,682,340,0,14,7,0,9,23,342
72121,3272,1631,3,169,11,0,145,12,1641
6460,38973,18967,238,1408,412,161,1278,657,20006
7939,212,212,0,24,10,0,0,0,0
8075,28731,13739,301,886,233,305,1088,310,14992
10607,7194,3678,62,255,99,9,107,156,3516
924,49508,21832,301,1031,290,679,1779,658,27676
2139,38272,19218,513,1405,224,391,1332,327,19054
65571,1894,974,0,33,2,15,25,2,920
66223,25468,12834,65,808,128,47,850,356,12634
53167,909,378,0,67,0,0,53,16,531
37659,27868,14239,136,992,312,91,816,305,13629
13664,292,141,0,4,7,0,5,8,151
15341,817,452,16,25,7,0,28,17,365
22959,1423,684,0,8,56,0,37,46,739
43343,1012,553,8,17,7,0,40,48,459
43925,425,324,0,0,0,0,0,0,101
44514,21659,10203,70,668,401,85,679,391,11456
97640,110,51,0,0,2,0,0,19,59
98564,2336,1144,10,24,34,4,47,68,1192
99128,316,181,1,11,2,0,7,4,135
99336,51998,26132,610,1557,245,438,1671,651,25866
56477,2790,1425,29,81,52,13,93,36,1365
57251,173,78,0,5,0,2,0,0,95
57273,1164,595,0,18,5,2,31,27,569
61453,578,310,6,21,14,2,63,9,268
62837,8960,4432,41,199,53,48,250,169,4528
63740,4957,2480,0,147,64,24,140,99,2477
63860,170,78,0,22,0,0,0,0,92
44233,7927,4118,36,239,193,23,175,152,3809
44425,14354,7050,69,527,187,50,435,264,7304
46227,56614,27662,467,1996,583,745,1861,672,28952
49653,2018,1026,15,23,58,8,20,28,992
41503,533,215,0,0,0,0,43,0,318
36032,2336,1053,24,49,12,8,26,23,1283
39272,12626,6332,66,447,69,99,530,24,6294
98648,3128,1607,8,70,53,24,86,60,1521
99767,60,25,0,3,0,0,3,0,35
5060,4495,2285,38,102,80,17,226,84,2210
5481,0,0,0,0,0,0,0,0,0
1938,13901,6720,72,309,193,60,339,215,7181
31071,1200,546,0,33,8,0,42,20,654
47974,1138,562,12,32,32,0,62,60,576
38827,3589,1645,33,137,27,13,136,61,1944
39735,3498,1664,25,45,23,28,135,57,1834
21904,7005,3539,17,124,120,5,113,127,3466
23177,475,221,0,3,30,39,3,0,254
30567,3188,1643,19,128,42,18,216,31,1545
35214,18264,8069,120,484,206,91,717,473,10195
37010,4938,2557,36,112,24,2,142,19,2381
37059,1138,574,0,57,40,5,58,25,564
37086,34223,17303,271,1171,115,286,1327,229,16920
37171,532,309,0,21,0,0,0,27,223
37682,687,286,20,0,0,56,8,0,401
38347,510,232,0,0,0,0,17,0,278
18625,361,192,0,0,20,1,0,20,169
20706,42397,20579,279,1800,359,365,1703,464,21818
21210,15213,7199,424,394,158,529,298,137,8014
23140,6679,3278,44,206,75,46,167,80,3401
43150,2158,1153,3,50,13,18,38,4,1005
27311,3697,1850,0,17,45,45,105,22,1847
27862,649,313,27,1,0,6,9,21,336
38567,423,188,12,16,7,0,11,0,235
50559,287,166,0,14,22,0,15,3,121
50670,2198,1008,3,64,12,8,59,36,1190
52237,1677,921,10,120,2,4,37,10,756
59501,12739,6449,105,412,118,35,413,124,6290
63821,874,495,0,13,34,0,19,17,379
63955,188,96,0,5,3,0,0,0,92
55430,22935,11089,204,977,175,171,858,354,11846
60931,537,265,2,15,8,0,19,10,272
61553,140,60,0,1,1,0,4,5,80
62272,1741,925,36,11,2,23,7,25,816
62346,189,101,0,9,0,0,14,0,88
55045,7598,3987,12,145,106,26,181,170,3611
73447,1319,656,6,25,6,5,35,28,663
32658,376,209,0,18,0,9,18,5,167
15442,1910,956,0,65,17,0,27,27,954
7666,40543,20043,300,1402,507,270,1225,677,20500
33956,3437,1621,0,50,110,0,0,134,1816
35490,4206,2069,11,110,28,3,199,27,2137
35771,3916,1986,0,207,15,0,111,37,1930
98581,469,210,0,0,0,0,0,0,259
56277,3148,1555,7,88,30,63,77,91,1593
57569,267,125,0,9,2,2,1,8,142
57790,1043,517,3,12,18,3,17,18,526
58355,76,37,0,0,0,0,0,0,39
59313,2319,1219,15,90,0,0,60,79,1100
60408,5649,3049,24,135,71,8,161,63,2600
78705,33948,16341,2537,287,22,2891,280,32,17607
95064,10299,4410,315,42,7,332,48,0,5889
87736,151,22,0,0,0,0,0,0,129
88047,2301,1145,11,109,11,0,54,76,1156
89146,18927,9584,130,684,184,97,389,174,9343
90220,53703,25562,651,1471,326,364,1874,510,28141
64657,263,165,0,16,8,2,12,4,98
61546,3767,1889,14,89,43,16,101,55,1878
61870,1320,725,10,35,45,6,14,22,595
58442,467,231,0,12,5,0,9,17,236
58731,266,128,0,9,3,0,8,6,138
54201,5188,2701,16,108,88,30,99,66,2487
62513,1767,798,0,38,16,0,56,11,969
49871,588,295,5,9,6,0,11,15,293
63530,1197,613,12,44,22,9,47,5,584
63367,24228,12250,195,911,242,8,828,239,11978
61450,1787,858,19,54,16,0,44,16,929
62324,1076,591,0,13,8,5,34,4,485
77072,61818,30827,662,2132,561,434,1959,701,30991
83676,4994,2389,0,122,41,7,115,95,2605
77905,14645,7655,27,398,248,46,419,119,6990
85736,4612,2376,0,145,85,0,73,81,2236
78338,51,17,0,5,0,0,7,0,34
79410,10160,5558,502,195,59,315,172,83,4602
79529,1476,730,5,57,8,0,26,30,746
79561,716,401,9,51,2,0,19,19,315
80538,48260,23443,426,1575,609,440,1739,874,24817
97031,19161,9387,193,500,211,225,719,325,9774
97223,49524,24287,145,2064,500,345,2173,712,25237
88135,1583,776,69,47,4,0,39,19,807
95358,33345,17720,251,1015,210,261,1019,271,15625
92553,75830,37527,727,2391,367,775,2634,565,38303
76933,1273,631,0,50,12,1,30,19,642
30450,2192,1034,13,81,2,3,78,34,1158
34974,24163,12130,60,449,266,125,444,354,12033
35739,5048,2700,16,174,9,7,174,94,2348
38315,3448,1614,19,97,71,19,60,53,1834
41018,27663,14147,176,944,219,182,927,532,13516
14482,8189,4059,51,170,46,142,170,65,4130
62871,579,293,0,3,6,0,6,0,286
63057,66,66,0,0,14,0,0,0,0
71023,3422,1656,10,139,71,0,95,36,1766
57574,159,88,0,0,0,0,0,14,71
48768,9639,4866,80,353,120,5,287,194,4773
14214,19775,10168,307,544,230,139,558,250,9607
15236,29159,13580,124,971,238,125,762,455,15579
15311,1627,792,0,64,10,0,58,45,835
17870,15311,7456,254,334,97,370,464,218,7855
18105,27,18,1,0,0,0,0,0,9
19901,37234,18100,279,1043,286,445,1033,436,19134
17253,283,116,3,9,0,3,4,6,167
8091,5487,2686,37,222,37,0,107,39,2801
8840,16392,8073,99,544,180,71,628,199,8319
10917,1855,997,81,67,13,38,83,12,858
667,23590,11509,166,540,310,165,756,292,12081
1007,14967,7510,28,394,145,82,410,299,7457
29038,2169,999,25,25,24,0,106,11,1170
29934,1150,561,0,28,0,0,88,36,589
30014,38445,18007,221,1007,329,342,1531,532,20438
12784,46,40,0,0,0,0,0,0,6
13104,15515,7940,70,421,223,27,528,291,7575
13208,22738,10997,162,741,239,83,740,299,11741
28037,20110,9902,96,448,320,51,655,228,10208
8889,9562,4611,64,261,131,110,330,178,4951
10547,7737,3946,130,184,49,79,120,111,3791
46953,23518,11289,386,725,264,719,530,342,12229
41164,13030,6149,27,314,198,42,314,207,6881
41558,803,399,6,12,5,16,6,4,404
53065,2236,1136,3,65,41,23,68,25,1100
55985,1909,987,6,68,25,2,80,29,922
56052,724,382,6,17,5,0,12,12,342
45617,279,54,0,0,0,0,0,0,225
36024,4942,2373,25,72,77,0,174,91,2569
39320,1289,700,0,0,11,0,17,66,589
45410,16079,8222,43,486,117,137,494,295,7857
3592,1060,562,3,1,38,16,12,8,498
6250,4741,2277,43,85,54,60,191,125,2464
17257,29238,14012,490,666,273,588,813,321,15226
11937,15984,7778,70,416,159,76,430,338,8206
12527,0,0,0,0,0,0,0,0,0
13658,2288,1097,0,31,37,29,59,28,1191
84072,448,220,2,27,8,0,15,6,228
91302,26634,12776,185,511,338,110,905,432,13858
92220,33014,15914,148,832,285,124,1058,476,17100
85545,520,272,0,6,21,0,0,0,248
97876,883,461,0,14,13,5,35,7,422
98560,179,113,0,10,3,0,13,6,66
95637,227,146,0,0,0,0,0,0,81
95977,1617,823,22,136,39,0,0,31,794
96121,317,204,23,6,0,0,0,0,113
96797,74262,36971,436,2627,868,372,2046,960,37291
78940,2347,1169,0,81,25,11,41,74,1178
79761,33960,17437,413,1065,152,198,1118,383,16523
51647,131,64,0,0,8,0,20,4,67
54741,1611,837,1,13,13,9,28,12,774
55306,16125,7755,11,445,143,68,580,218,8370
55341,3226,1547,0,91,44,0,116,18,1679
67132,419,207,0,18,7,0,11,7,212
63111,21141,10482,37,941,271,87,786,269,10659
63666,110,48,0,0,0,0,17,0,62
48109,5534,2422,47,0,19,97,6,0,3112
50117,128,65,0,0,0,0,0,8,63
51050,2645,1224,8,53,37,17,89,33,1421
39476,8173,3719,14,321,25,113,263,179,4454
4988,2348,1069,29,29,13,76,64,6,1279
6907,8956,4314,16,343,52,0,433,102,4642
90065,47887,24231,453,1942,388,237,2115,631,23656
98133,47247,22851,249,2332,340,255,1829,516,24396
82635,172,108,0,6,2,0,0,9,64
75980,2472,1169,8,51,25,6,22,28,1303
76040,32005,15684,74,1251,194,122,1489,577,16321
76048,24118,11979,176,556,403,169,804,455,12139
76642,6750,3201,70,238,44,0,176,146,3549
76854,263,103,0,0,0,0,0,0,160
93925,2155,1070,23,86,3,22,33,9,1085
90502,18188,9158,201,739,152,61,483,271,9030
71461,2352,1244,15,42,11,13,67,27,1108
14138,2006,1100,3,60,17,16,57,21,906
8071,9433,4511,112,239,60,17,181,199,4922
5760,1196,615,7,22,19,17,19,12,581
7735,18586,8697,166,498,117,191,494,301,9889
16827,4745,2300,14,89,94,52,128,70,2445
17035,872,450,0,11,11,0,18,28,422
99624,52,27,0,3,0,0,0,0,25
44643,3585,1770,3,68,54,5,58,15,1815
26525,7531,4651,23,579,149,6,215,76,2880
27808,1939,962,0,30,0,0,43,59,977
16037,4743,2425,13,152,45,17,138,32,2318
17834,3350,1694,10,44,66,85,38,29,1656
6468,19621,9508,130,465,228,87,456,335,10113
8827,4085,2040,19,82,136,0,126,49,2045
12515,1499,795,0,51,20,7,42,4,704
22406,25928,12418,97,676,256,236,763,276,13510
3826,2309,1201,7,168,24,42,89,68,1108
4554,911,406,0,22,30,0,0,8,505
13638,362,172,0,7,0,0,21,0,190
14054,1471,734,3,70,11,0,38,19,737
15321,1539,848,27,59,20,0,49,14,691
21161,5221,2498,31,112,37,36,131,110,2723
1929,3713,1852,11,76,52,15,38,40,1861
2724,17686,8341,113,738,119,176,571,324,9345
24974,321,183,0,0,0,0,0,0,138
76648,2789,1361,20,40,35,0,57,88,1428
65344,227,120,0,21,4,6,7,4,107
66711,619,357,0,2,7,0,13,10,262
66853,470,235,0,14,1,8,5,0,235
67022,1446,721,4,53,21,16,33,41,725
67051,433,232,2,4,4,0,39,4,201
19075,7710,3795,14,285,122,43,298,100,3915
24431,2361,1027,0,29,59,0,82,36,1334
24901,9768,4551,80,262,213,0,202,128,5217
26034,4401,1961,59,58,62,0,208,93,2440
26574,694,298,7,39,16,0,38,8,396
27553,2463,1494,18,99,96,0,30,43,969
5747,323,168,3,23,6,0,3,2,155
7974,12407,6128,27,474,93,79,316,171,6279
13333,34,11,0,0,0,0,0,3,23
29545,1444,693,0,78,27,0,60,50,751
13820,21997,10174,558,480,268,762,405,319,11823
14437,11439,6640,30,467,113,155,275,156,4799
35765,3926,2159,20,79,43,12,98,72,1767
37885,5761,3029,4,138,38,33,110,95,2732
43811,835,430,0,29,19,18,22,3,405
44706,17413,8241,97,559,166,108,501,226,9172
45142,3696,1742,12,123,17,30,199,68,1954
46051,2756,1309,6,121,30,0,149,36,1447
46590,4921,2466,73,215,28,81,174,0,2455
28645,46604,22576,239,1339,687,118,1446,573,24028
29065,509,203,0,0,0,0,17,0,306
29644,21182,10422,178,676,129,45,744,351,10760
26590,538,292,0,0,0,0,21,11,246
31822,5929,3033,22,56,66,32,193,87,2896
31906,20742,9230,102,811,210,327,716,305,11512
98613,396,196,0,10,3,0,3,15,200
81429,46,25,0,0,0,0,0,0,21
85390,8706,3930,11,47,179,42,74,225,4776
86045,11634,5303,97,321,89,168,398,133,6331
76107,29851,14071,169,1207,375,164,1121,445,15780
95318,268,169,0,0,0,0,32,0,99
87937,2725,1266,43,58,13,44,105,23,1459
62655,460,251,1,6,6,0,18,14,209
65461,78,45,0,0,0,0,0,0,33
56528,1681,885,12,32,32,2,31,19,796
66548,910,440,10,30,7,7,16,11,470
60922,2389,1263,8,66,51,33,49,49,1126
61329,1185,587,9,54,10,4,49,18,598
62257,2678,1320,5,74,28,18,61,30,1358
20506,0,0,0,0,0,0,0,0,0
78066,640,372,0,26,0,0,41,0,268
64489,2127,1071,17,45,20,5,40,31,1056
65723,3369,1748,7,259,14,0,153,22,1621
67202,1671,1161,0,112,0,41,14,7,510
74557,497,256,0,7,20,0,14,7,241
75477,1204,704,12,20,12,0,49,31,500
75791,13305,6311,14,407,77,180,590,101,6994
64454,2337,1125,5,37,9,0,57,52,1212
80835,947,465,0,45,20,0,33,8,482
82512,182,96,0,5,0,0,0,0,86
56710,607,299,0,21,4,4,20,8,308
92501,21656,11117,62,810,139,164,909,205,10539
92539,4703,2352,44,155,12,1,150,153,2351
92880,69720,34190,468,2649,543,589,3032,607,35530
99117,441,247,2,5,19,0,3,5,194
49918,87,51,0,0,6,0,1,9,36
50475,1486,769,10,63,15,4,40,36,717
66763,3405,1571,16,84,43,67,56,28,1834
67012,16,3,0,0,0,0,0,0,13
15713,346,191,0,0,0,98,0,0,155
16255,1666,811,2,65,25,6,44,22,855
67217,30313,14210,181,898,416,272,992,390,16103
6374,7170,3289,13,152,95,34,160,72,3881
69218,235,136,0,6,0,0,10,8,99
69352,766,418,6,13,17,1,34,7,348
49720,8750,4309,68,172,181,38,268,183,4441
49793,258,119,0,7,8,0,5,10,139
74864,5149,2511,31,101,42,50,131,42,2638
63357,5331,2576,17,98,135,23,99,73,2755
63348,6841,3384,9,138,30,99,151,73,3457
63956,1442,757,41,0,2,0,26,31,685
72727,5659,2809,38,190,48,24,245,57,2850
92024,51496,25456,157,1657,603,188,1720,907,26040
93035,29404,14467,103,952,412,180,993,334,14937
82649,995,504,4,17,21,3,16,9,491
77901,43123,20789,575,1481,358,444,1375,574,22334
84025,23234,12089,149,908,83,27,812,254,11145
55037,4789,2389,44,77,61,28,108,53,2400
31816,5231,2511,30,61,42,25,156,89,2720
14506,1346,660,52,17,28,15,59,15,686
32190,1089,447,0,73,50,0,39,8,642
94589,30668,14516,99,1015,338,222,1088,341,16152
95240,48838,24272,312,1629,458,368,1428,631,24566
56381,2441,1244,6,45,23,6,51,39,1197
41039,2709,1342,21,71,16,0,57,84,1367
44057,19482,9826,141,433,260,79,523,233,9656
45630,80,63,0,0,0,0,0,0,17
32832,24325,12399,155,848,206,39,1249,294,11926
34476,22665,10366,22,264,337,42,383,335,12299
35976,17252,8417,42,529,186,70,535,236,8835
47925,197,61,0,0,0,0,0,0,136
48657,7858,3812,8,169,112,17,165,148,4046
49327,8429,4116,41,284,115,30,253,113,4313
37217,31218,15577,119,1396,145,159,1206,369,15641
78155,48863,23659,353,1255,477,222,1255,646,25204
79229,401,190,2,7,3,0,0,9,211
72661,576,301,0,0,0,0,0,10,275
73638,204,128,2,10,5,0,23,0,76
74137,28241,13451,76,815,310,163,895,442,14790
88323,0,0,0,0,0,0,0,0,0
18219,1469,719,0,39,5,15,31,50,750
1746,14634,7104,23,425,258,90,567,144,7530
4027,6230,3060,33,309,70,0,253,18,3170
4441,1675,812,14,25,67,0,28,68,863
5342,591,277,0,13,1,0,3,13,314
14606,28198,13562,224,817,218,106,710,387,14636
7852,4084,1973,0,86,79,22,158,54,2111
17262,1562,772,4,37,17,10,55,24,790
26408,2858,1370,0,88,34,22,82,41,1488
27804,29938,13735,79,667,314,66,1012,471,16203
51454,1470,719,2,36,17,6,39,5,751
68961,829,439,11,43,9,0,33,9,390
63087,815,421,0,10,7,27,10,7,394
63383,16394,8018,207,417,177,157,623,270,8376
57003,2071,1051,11,81,11,6,70,10,1020
60136,7742,4153,51,569,0,0,520,0,3589
61727,9826,4869,63,354,149,19,348,190,4957
47858,657,358,0,45,0,0,15,0,299
47904,17225,9125,281,795,124,131,594,173,8100
48417,2610,1301,9,77,45,15,79,34,1309
48475,2533,1240,18,78,32,25,37,45,1293
75094,23370,11646,82,866,98,60,912,334,11724
75960,712,360,0,11,3,0,27,0,352
45405,16845,7814,131,379,159,106,623,344,9031
55735,1697,870,6,32,33,0,50,21,827
56279,1350,678,8,39,17,4,49,18,672
56750,2300,1151,9,60,30,0,56,39,1149
53150,25622,12772,97,791,309,169,714,402,12850
55038,22082,11108,58,649,164,79,912,211,10974
55080,2554,1308,0,91,32,4,94,17,1246
55447,21737,10770,78,820,216,158,682,275,10967
56088,1772,890,12,48,19,26,34,16,882
39776,1475,645,2,4,11,41,11,12,830
40049,112,39,0,0,0,0,0,0,73
40849,432,262,0,18,16,0,41,0,170
30148,861,442,0,77,0,0,9,0,419
30187,7918,4027,11,306,123,0,143,97,3891
30303,6719,3701,237,262,73,345,101,0,3018
31066,1492,756,0,15,32,0,78,4,736
32507,31288,15892,125,735,344,11,1003,548,15396
33759,18366,9051,148,677,189,90,533,366,9315
43731,5379,2628,23,79,22,23,130,120,2751
45176,9434,4580,101,272,119,31,350,149,4854
45333,1368,800,0,35,21,0,42,60,568
34471,24898,11776,301,843,396,83,925,278,13122
36041,1401,830,10,62,29,0,94,0,571
42344,1076,358,0,0,0,0,7,12,718
43326,13745,6649,135,361,187,187,323,170,7096
43560,32275,15447,126,884,452,160,745,627,16828
50325,17007,8422,13,645,177,37,575,246,8585
14737,4351,2279,36,89,29,21,93,38,2072
17349,7154,3409,69,141,195,35,211,191,3745
3868,5204,2655,24,162,97,0,186,71,2549
4947,1313,698,7,26,27,14,10,37,615
6160,0,0,0,0,0,0,0,0,0
25607,1153,709,16,59,0,0,48,5,444
18473,763,407,0,18,0,0,25,0,356
18930,2801,1426,19,21,58,11,20,57,1375
12075,2850,1508,0,98,116,0,66,54,1342
1253,672,340,0,11,6,0,5,29,332
1462,11271,5407,10,245,110,13,329,183,5864
61416,294,128,0,14,2,0,26,4,166
56762,2587,1274,22,91,50,6,78,36,1313
32430,1064,503,20,38,9,0,0,0,561
33615,45851,22525,332,1935,305,283,1593,648,23326
39507,16514,7653,107,581,214,54,611,266,8861
46941,994,512,16,29,17,6,46,0,482
48461,8039,3944,43,298,130,50,350,73,4095
49880,978,486,0,21,15,7,9,8,492
12489,1078,955,17,111,0,0,22,0,123
38828,4436,2078,17,299,93,0,102,9,2358
53580,589,289,4,15,11,2,11,1,300
30082,29011,13776,42,1279,354,396,1234,241,15235
27248,4249,2033,4,150,72,15,77,38,2216
28333,11075,5179,11,178,97,122,348,119,5896
31635,6602,3337,114,105,29,26,251,132,3265
23510,8433,4692,157,437,53,33,251,44,3741
12418,573,284,10,23,4,4,31,4,289
28610,10120,5457,11,300,174,17,268,158,4663
25015,4385,1985,135,130,54,69,88,72,2400
92610,14149,6828,46,531,106,132,652,100,7321
87022,853,396,0,24,15,17,27,7,457
88416,35,35,0,0,0,0,0,0,0
89413,571,300,0,9,12,0,15,0,271
90069,20435,12351,155,1459,301,53,799,144,8084
95445,2201,988,0,85,57,0,74,96,1213
95482,31847,15493,102,857,378,195,905,398,16354
95680,10,0,0,0,0,0,0,0,10
97023,10032,4938,35,170,144,52,294,105,5094
11417,31927,15311,207,892,366,220,1069,506,16616
25276,7814,3942,49,266,70,34,224,143,3872
28382,7026,3443,31,209,46,26,193,24,3583
36317,569,233,0,0,24,7,39,7,336
36435,426,249,0,29,0,0,0,5,177
36865,34,22,0,0,1,0,0,0,12
24077,757,350,28,35,15,0,28,17,407
30234,2060,851,0,18,1,3,89,14,1209
31798,843,461,0,0,5,0,0,13,382
73852,2351,1262,0,106,26,0,52,12,1089
97401,44750,22020,1929,1004,462,1749,1435,525,22730
